1	11	8	33	2	17	12	3	21	16	14	26	32	23	22	20	24	18	28	10	25	15	5	6	9	7	27	34	29	4	19	13	30	31	loss 7875.02
1	12	7	14	21	9	3	13	28	33	20	2	8	26	23	30	15	18	27	11	32	25	29	34	31	4	19	6	17	16	22	5	10	24	loss 5758.36
1	7	8	13	34	6	14	9	19	11	15	27	16	2	10	23	31	12	3	26	4	33	21	29	22	20	18	30	24	28	17	32	25	5	loss 7363.53
1	11	9	5	13	28	2	4	14	33	23	27	8	16	19	34	32	18	15	31	12	3	30	25	26	24	21	6	20	7	29	17	10	22	loss 8014.51
1	3	24	12	5	4	22	9	21	16	18	6	10	28	23	13	27	11	33	26	32	7	25	2	15	20	17	14	34	30	8	31	19	29	loss 7741.79
1	16	9	32	30	23	19	31	3	26	11	18	7	15	14	28	21	12	13	17	27	2	6	34	10	25	20	22	33	5	8	4	29	24	loss 6220.83
1	16	30	12	31	20	17	23	21	28	13	22	15	18	11	19	7	14	2	6	9	24	26	4	32	29	34	10	8	3	5	25	33	27	loss 7935.02
1	10	15	14	31	18	8	22	27	32	3	13	26	4	11	33	19	6	17	5	7	23	21	24	34	12	30	29	28	9	20	2	16	25	loss 6689.67
1	12	14	6	28	15	31	16	3	26	17	18	11	9	34	8	13	27	21	30	19	7	25	29	23	32	2	5	24	20	22	10	33	4	loss 7037.17
1	10	18	23	27	15	8	7	14	33	17	30	19	26	6	28	11	24	20	32	2	22	4	3	31	9	5	16	25	12	29	34	21	13	loss 7527.83
1	16	21	8	27	17	25	22	20	15	26	11	28	3	10	24	6	4	32	23	33	18	29	2	7	12	5	13	30	31	9	34	14	19	loss 7341.29
1	8	12	19	22	34	9	24	30	20	14	27	21	11	25	2	18	17	4	10	33	29	28	32	15	31	3	23	5	7	26	16	13	6	loss 7304.83
1	34	28	7	14	6	16	25	17	27	20	30	19	5	3	4	9	11	29	21	26	2	13	12	8	33	10	15	23	24	32	31	18	22	loss 6754.86
1	24	30	3	11	19	12	26	32	16	28	22	20	21	23	34	14	31	6	25	29	7	15	2	33	8	18	5	17	4	27	9	13	10	loss 6093.73
1	33	24	6	28	31	8	14	19	32	15	11	4	30	12	23	16	22	25	34	7	26	27	3	9	18	17	5	29	21	13	10	2	20	loss 6352.4
1	33	3	23	7	13	32	14	30	10	11	21	18	20	16	15	31	24	22	8	12	19	4	6	17	28	27	29	26	9	34	5	2	25	loss 7609.83
