0.475487,0
0.417158,0.0291644
0.396558,0.0236366
0.470926,0.0196314
0.491613,0.0183755
0.615298,0.0313192
0.374144,0.0303329
0.282043,0.0346678
0.428542,0.0306026
0.614696,0.0325208
0.675026,0.0354886
0.549771,0.0329669
0.442852,0.0304789
0.542215,0.0285708
0.403525,0.027134
0.616232,0.0267984
0.502051,0.0251878
0.567489,0.0241531
0.618499,0.023789
0.575567,0.0228893
0.263847,0.0245703
0.419774,0.0236532
0.270389,0.0245074
0.377695,0.0238397
0.622241,0.0236161
0.512577,0.0227231
0.467898,0.0218713
0.348486,0.0216026
0.48379,0.0208459
0.454455,0.0201528
0.572441,0.0197384
0.511376,0.0191382
0.475668,0.0185497
0.556407,0.0181356
0.494266,0.0176131
0.664976,0.0178508
0.600464,0.0176273
0.653323,0.0176827
0.514915,0.0172309
0.515802,0.0168023
0.540889,0.0164239
0.43896,0.0160877
0.586507,0.0158504
0.384725,0.0156979
0.480891,0.0153484
0.47099,0.0150201
0.45908,0.0147162
0.600312,0.0145767
0.547926,0.0143155
0.434642,0.0140816
0.463006,0.0138176
0.661751,0.0139233
0.59444,0.013778
0.360537,0.0137652
0.424317,0.013578
0.39858,0.0134467
0.424872,0.013265
0.474323,0.0130383
0.416495,0.0128807
0.573964,0.0127384
0.43779,0.0125604
0.512756,0.0123607
0.453125,0.0121788
0.47282,0.0119907
0.491045,0.0118048
0.67289,0.0119451
0.601549,0.0118741
0.485595,0.0116991
0.511109,0.0115305
0.468106,0.0113715
0.448449,0.0112298
0.343038,0.0112716
0.356043,0.0112727
0.64669,0.011317
0.474088,0.0111679
0.676864,0.0112833
0.404831,0.0111973
0.585748,0.0111153
0.392692,0.0110501
0.5757,0.010959
0.684082,0.0110721
0.605249,0.0110153
0.592249,0.0109402
0.575257,0.0108466
0.6564,0.010874
0.45403,0.0107615
0.557796,0.0106565
0.566212,0.0105596
0.482993,0.0104427
0.401625,0.0103873
0.488013,0.0102736
0.522786,0.0101639
0.736368,0.0103653
0.526807,0.0102572
0.515762,0.0101493
0.549563,0.0100539
0.577258,0.00997735
0.525779,0.00987708
0.41896,0.00981643
0.613615,0.00977793
0.4232,0.00971562
0.46996,0.00962623
0.358979,0.00963747
0.573521,0.00956787
0.524442,0.00947821
0.62535,0.00945716
0.409526,0.00941147
0.436421,0.00934545
0.52619,0.0092615
0.502509,0.00917694
0.339753,0.00921414
0.468753,0.0091366
0.534421,0.00905975
